name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
smederevo,2022-01-24,-3,-10,-7.1,-3.8,-13.8,-9.4,-9.4,84.8,19.145,100,8.33,snow,0,5,36.7,8.7,316.8,1034.4,20.4,11.1,97.3,8.5,4,10,2022-01-24T07:03:39,2022-01-24T16:33:34,0.73,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-01-25,-2.1,-12.4,-7.1,-2.1,-15.6,-8.8,-10.1,79.7,7.088,100,4.17,snow,0,4.1,13.7,8,277,1034.3,40.4,8.3,108.7,9.3,4,10,2022-01-25T07:02:45,2022-01-25T16:34:56,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-01-26,0.5,-3.5,-1.4,-1.8,-6.7,-3.6,-3.6,85.1,0.102,100,8.33,"rain,snow",0.9,3.8,33.1,9.8,312.1,1029,96.1,8,42.1,3.7,2,10,2022-01-26T07:01:50,2022-01-26T16:36:19,0.8,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-01-27,3.7,0,1.2,2.5,-3.2,-0.8,-0.9,86.4,6.049,100,8.33,"rain,snow",0.1,2.6,29.9,13.5,139,1026.1,75,8.6,85.4,7.6,3,10,2022-01-27T07:00:52,2022-01-27T16:37:43,0.83,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-01-28,4.3,-1.1,1.6,1.9,-4.3,-0.8,-1.1,82.6,7.184,100,12.5,"rain,snow",0,1.9,46.8,12.6,263,1022.5,66.6,11,73.3,6.3,3,10,2022-01-28T06:59:52,2022-01-28T16:39:07,0.87,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-01-29,3.7,-0.2,1.7,1.2,-3.4,-1.1,-1.1,81.5,34.296,100,16.67,"rain,snow",0,3.6,45.7,15.3,305.1,1026.9,69.8,13.1,77.5,6.7,3,10,2022-01-29T06:58:50,2022-01-29T16:40:31,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-01-30,7,0.3,3.6,4.9,-3.3,0.8,-2.8,63.3,5.737,100,12.5,"rain,snow",0,2.3,48.2,18.7,314.4,1017.7,71.4,14.1,66.7,5.7,3,10,2022-01-30T06:57:46,2022-01-30T16:41:55,0.94,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-01-31,7.2,0.4,3.5,5.7,-2.9,1,-3.2,62.3,0,0,0,snow,0.1,1.4,50.8,13.8,262.9,1012.7,70.4,15,87.8,7.7,3,10,2022-01-31T06:56:41,2022-01-31T16:43:20,0.97,Partially cloudy,Partly cloudy throughout the day.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-01,3.6,0.2,1.9,1.7,-2.6,-0.3,-0.1,86.9,3.218,100,8.33,"rain,snow",0.2,2.3,27.7,12.1,312.2,1009.9,84.5,9.8,28.8,2.5,1,10,2022-02-01T06:55:33,2022-02-01T16:44:45,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-02,4.1,-1.8,1.1,1.9,-3.7,-1.2,-0.7,88.4,0.416,100,12.5,"rain,snow",0,1.7,48.6,12.1,302.9,1010.5,76.6,10.5,69.5,6,3,10,2022-02-02T06:54:24,2022-02-02T16:46:10,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-03,5.5,-1.3,2.2,2.6,-3.8,-0.4,-0.8,80.9,0.75,100,8.33,"rain,snow",0,0.8,45.7,17.4,314.7,1021.2,61.7,14,68.8,5.8,3,10,2022-02-03T06:53:12,2022-02-03T16:47:35,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-04,9.4,-1.5,3.7,7.3,-4.4,1,-2.9,64.1,0,0,0,,0,0,50.4,16.9,115.7,1019.6,39.3,14.8,96.9,8.4,4,10,2022-02-04T06:52:00,2022-02-04T16:49:01,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-05,9.3,1.2,4.9,9,-1.7,3.4,0.3,72.2,0.48,100,4.17,rain,0,0,36.7,12.6,340.7,1020,59.5,11.7,43.9,3.7,2,10,2022-02-05T06:50:45,2022-02-05T16:50:26,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-06,11.5,-0.2,5.6,11.5,-2.5,4,-1.8,61.7,0,0,0,,0,0,33.5,19.8,133.5,1021.6,25.4,14.6,122.2,10.6,4,10,2022-02-06T06:49:29,2022-02-06T16:51:51,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-07,7.9,2,5.5,6.4,-2,2.3,1,73.3,5.876,100,16.67,rain,0,0,57.6,22.5,309.7,1009.6,83.4,13.3,28.6,2.6,1,10,2022-02-07T06:48:11,2022-02-07T16:53:17,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-08,6.9,0.4,3,4.7,-4.2,-0.5,-1.2,74.6,0,0,0,rain,0,0,57.6,22.8,327.6,1024,65.6,14.8,117.5,10.1,4,10,2022-02-08T06:46:51,2022-02-08T16:54:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-09,10.2,2.3,5.7,10.2,-0.1,4.2,2.5,80.1,0.365,100,12.5,rain,0,0,42.8,11.6,307.3,1029,69.1,13.7,51.1,4.4,2,10,2022-02-09T06:45:30,2022-02-09T16:56:07,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-10,16.1,1.3,7.4,16.1,-0.3,6.7,2.6,73.9,0,0,0,,0,0,57.6,11.7,86.8,1025.6,1.4,14.3,133.9,11.7,5,10,2022-02-10T06:44:08,2022-02-10T16:57:33,0.3,Clear,Clear conditions throughout the day.,clear-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-11,14.5,1.4,7.3,14.5,0.3,6.6,2.5,73.7,0,0,0,,0,0,41,16.5,323.6,1023.4,17.5,12.3,133.7,11.6,5,10,2022-02-11T06:42:44,2022-02-11T16:58:58,0.33,Clear,Clear conditions throughout the day.,clear-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-12,8.9,0.2,5.2,7,-1.5,3.1,-1.4,63.3,0,0,0,rain,0,0,43.2,16.9,334.3,1031.9,64.2,16.1,128.5,11.2,4,10,2022-02-12T06:41:19,2022-02-12T17:00:22,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-13,8.5,1.3,4.7,5.7,-2.5,0.9,-2.6,59.6,0,0,0,,0,0,61.2,28.8,112.2,1028.5,35.9,13.3,129.3,11.2,4,10,2022-02-13T06:39:52,2022-02-13T17:01:47,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-14,11.9,2.7,7.1,11.9,-1.2,4.3,-1,57.2,0,0,0,rain,0,0,61.2,21.9,129.4,1021.4,48,13.3,130.9,11.4,5,10,2022-02-14T06:38:24,2022-02-14T17:03:12,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-15,15,5.3,10.1,15,1.8,8.8,0.9,53.6,0,0,0,,0,0,41.8,23.4,131,1017.5,46,15.5,129.2,11.3,4,10,2022-02-15T06:36:55,2022-02-15T17:04:36,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-16,10.4,4.4,8.3,10.4,2.4,7.2,5.6,83.7,1.509,100,16.67,rain,0,0,35.6,19.5,145.8,1016.2,70.9,10.8,40.4,3.3,2,10,2022-02-16T06:35:24,2022-02-16T17:06:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-17,16.2,3.6,8.5,16.2,1.5,7.3,3.9,75.2,0,0,0,rain,0,0,64.8,16.8,183.7,1008.6,40.5,13.8,101.2,8.8,4,10,2022-02-17T06:33:52,2022-02-17T17:07:24,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-18,13.5,4.9,8.9,13.5,3,7.6,0.2,56.1,0.368,100,8.33,rain,0,0,55.4,19.8,305.4,1016.3,55.1,16.5,149.1,12.9,5,10,2022-02-18T06:32:19,2022-02-18T17:08:48,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-19,16.3,6.8,10.5,16.3,4.7,9.3,0,49.2,0,0,0,,0,0,61.2,18.8,44.2,1016.1,48.6,16.8,116.9,10.2,5,10,2022-02-19T06:30:45,2022-02-19T17:10:11,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-20,9.3,5,6.9,8.7,3.4,5.8,3.1,77.3,1.375,100,12.5,rain,0,0,34.9,13.2,316,1020,84.2,13.5,70,6.1,3,10,2022-02-20T06:29:10,2022-02-20T17:11:34,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-21,16.9,3.4,8.9,16.9,0.1,7.3,4,74.8,2.067,100,8.33,rain,0,0,61.2,25.6,123.7,1009.7,47.7,13.7,136.5,11.8,5,10,2022-02-21T06:27:34,2022-02-21T17:12:57,0.67,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-22,9.1,3,6.1,6.3,1.1,3.6,3,81.5,0.835,100,12.5,rain,0,0,47.9,19.7,316.7,1012.6,80.8,13.9,55.1,4.8,3,10,2022-02-22T06:25:56,2022-02-22T17:14:20,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-23,9,-0.1,4,7,-2.9,2.3,0.2,77.2,0.078,100,8.33,rain,0,0,50.4,15.6,316.2,1023.8,44.3,16,109,9.5,4,10,2022-02-23T06:24:18,2022-02-23T17:15:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-24,11.4,-1.2,4.2,11.4,-2.3,3.2,-1.3,70.4,0.047,100,4.17,"rain,snow",0,0,27.4,10.7,355.4,1025.4,18,15.1,171.7,14.9,5,10,2022-02-24T06:22:39,2022-02-24T17:17:04,0.78,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-25,13.8,2.9,7.5,13.8,-0.4,5.7,-2.6,51,0,0,0,,0,0,61.2,15.7,111.5,1018.6,28.3,15.8,166.9,14.4,5,10,2022-02-25T06:20:59,2022-02-25T17:18:26,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-26,6.4,0.7,4.2,5.5,-1.3,2.4,1.1,80.7,0.781,100,8.33,rain,0,0,35.6,10.6,358,1024.2,80.5,11.9,39,3.2,2,10,2022-02-26T06:19:18,2022-02-26T17:19:47,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-27,8.3,3.3,5.7,5.7,1.2,3.1,0,68,1.032,100,8.33,rain,0,0,50.8,21,82.8,1025.3,90.3,13.8,94.1,8,3,10,2022-02-27T06:17:36,2022-02-27T17:21:09,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-02-28,4.2,0.8,2.5,1.8,-1.1,0.4,0.6,87.3,2.798,100,16.67,"rain,snow",0.9,0.4,27.4,12.5,333.6,1025.5,90.7,10.4,33.8,3,2,10,2022-02-28T06:15:54,2022-02-28T17:22:29,0.92,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-01,5,-1.1,2.1,3.1,-3.5,0.3,-0.6,83.5,0.203,100,8.33,"rain,snow",0,0,32.8,11.4,317.1,1026.9,71.2,10.1,92.4,7.6,3,10,2022-03-01T06:14:10,2022-03-01T17:23:50,0.95,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-02,5.8,-1.6,2,3.7,-3.2,-0.1,-2.4,73.9,0,0,0,,0,0,35.6,12.9,298.3,1022.1,64.6,13,158.4,13.2,5,10,2022-03-02T06:12:26,2022-03-02T17:25:10,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-03,8.3,0.9,3.4,6.1,-2.5,1.2,-3.4,62.7,0.014,100,4.17,rain,0,0,37.1,15.8,298.9,1016.9,62.3,12,153.1,12.6,6,10,2022-03-03T06:10:41,2022-03-03T17:26:30,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-04,8.7,-1.3,2.6,6.6,-3.1,1,-2.5,70.8,0,0,0,,0,0,27,14.2,322.1,1015.9,44.1,10.2,155.7,12.9,5,10,2022-03-04T06:08:56,2022-03-04T17:27:50,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-05,6.8,-2.9,1.6,4.7,-5.2,-0.2,-3.5,71.1,0,0,0,,0,0,25.6,12.2,358.3,1018.5,37.1,9.9,165.3,13.9,6,10,2022-03-05T06:07:10,2022-03-05T17:29:10,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-06,3.4,1,2.3,-0.3,-1.9,-1.1,-1.8,74.5,0.449,100,12.5,"rain,snow",0.1,0,57.2,23.3,88.7,1017.6,86.2,9.4,57.4,4.6,2,10,2022-03-06T06:05:23,2022-03-06T17:30:29,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-07,2.9,-0.4,1.2,1.5,-4.6,-0.8,-0.4,88.7,0.895,100,20.83,"rain,snow",0.1,0,32,13.6,325.6,1018.3,92.5,6.6,89.5,7.6,3,10,2022-03-07T06:03:36,2022-03-07T17:31:48,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-08,4,-3.7,0.5,2.6,-6.3,-2.2,-3.5,75.9,1.415,100,8.33,"rain,snow",0,0.7,33.8,14.4,337.3,1019.9,70.1,10.4,151.3,12.9,5,10,2022-03-08T06:01:48,2022-03-08T17:33:06,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-09,4.2,-4.1,0.6,0.2,-5.3,-1.8,-3.4,75.6,0,0,0,snow,0,0.2,51.1,19,324,1021.3,66.7,12.6,154.6,13.3,5,10,2022-03-09T06:00:00,2022-03-09T17:34:25,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
smederevo,2022-03-10,4,-2.4,1.3,2.1,-4.3,-0.9,-2.1,78.8,1.407,100,20.83,"rain,snow",2.2,0.6,33.8,15.7,12.3,1024.6,84.1,10,126.8,11,6,10,2022-03-10T05:58:11,2022-03-10T17:35:43,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"13272099999,15338099999,13183099999,13279099999,13274099999,15388099999"
